,h3_09,SHAPE
207,8928d59100fffff,"""{\""rings\"":[[[-122.88682227799995,47.041383952000047],[-122.88938468399999,47.041146551000054],[-122.89077737099996,47.042463725000061],[-122.88960765499996,47.044018321000067],[-122.88704516699994,47.04425574000004],[-122.88565247699995,47.042938546000073],[-122.88682227799995,47.041383952000047]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
208,8928d59a53bffff,"""{\""rings\"":[[[-122.83695519399998,47.047438516000057],[-122.83951869499998,47.047202165000044],[-122.84091112899995,47.048520005000057],[-122.83974006599999,47.050074217000031],[-122.83717648199996,47.05031058700007],[-122.83578404499997,47.048992727000041],[-122.83695519399998,47.047438516000057]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
209,8928f36494fffff,"""{\""rings\"":[[[-122.84616398299994,47.016211371000054],[-122.84872637499996,47.015974959000062],[-122.85011836399997,47.017293359000064],[-122.84894796299994,47.018848190000028],[-122.84638548799995,47.019084619000068],[-122.84499349699996,47.01776620000004],[-122.84616398299994,47.016211371000054]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
210,8928d591c97ffff,"""{\""rings\"":[[[-122.9489797,47.044285082000044],[-122.95154105099999,47.044046326000057],[-122.95293422099996,47.045362432000047],[-122.95176604299996,47.046917314000041],[-122.94920460999998,47.047156087000076],[-122.94781143699998,47.04583996100007],[-122.9489797,47.044285082000044]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
211,8928d591523ffff,"""{\""rings\"":[[[-122.92085024999994,47.030995056000052],[-122.92341171899994,47.030756967000059],[-122.92480447499997,47.03207382800008],[-122.92363576499997,47.033628798000052],[-122.92107421399999,47.033866905000025],[-122.91968145499999,47.032550024000045],[-122.92085024999994,47.030995056000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
212,8928d5912a7ffff,"""{\""rings\"":[[[-122.87584710399994,47.049631031000047],[-122.87840995899995,47.049393830000042],[-122.87980270399999,47.050710994000042],[-122.87863259599999,47.052265380000051],[-122.876069659,47.052502599000036],[-122.87467691099999,47.051185414000031],[-122.87584710399994,47.049631031000047]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
213,8928d59102bffff,"""{\""rings\"":[[[-122.89100038999999,47.045335427000055],[-122.89356283899997,47.045097917000078],[-122.89495561999996,47.04641493500003],[-122.89378595499994,47.047969481000052],[-122.89122342499996,47.048207008000077],[-122.88983064099995,47.046889971000041],[-122.89100038999999,47.045335427000055]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
214,8928d59accbffff,"""{\""rings\"":[[[-122.85015332799998,47.067911523000078],[-122.85271720499998,47.067674795000073],[-122.85411006799995,47.068991960000062],[-122.85293905699996,47.070545871000036],[-122.85037509799997,47.070782617000077],[-122.84898223199997,47.069465433000062],[-122.85015332799998,47.067911523000078]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
215,8928d59a557ffff,"""{\""rings\"":[[[-122.82508742299996,47.044192979000059],[-122.82765104299995,47.043956898000033],[-122.82904333999994,47.045275004000075],[-122.82787202099996,47.046829209000066],[-122.82530831799994,47.047065308000072],[-122.82391601799998,47.04574718300006],[-122.82508742299996,47.044192979000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
216,8928f36496bffff,"""{\""rings\"":[[[-122.85034000099995,47.020166520000032],[-122.85290243599997,47.019930001000034],[-122.85429451899995,47.021248243000059],[-122.85312416999994,47.02280302500003],[-122.85056165199995,47.023039562000065],[-122.84916956599994,47.021721300000081],[-122.85034000099995,47.020166520000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
217,8928d591cb3ffff,"""{\""rings\"":[[[-122.95315926199999,47.048233351000079],[-122.95572065499999,47.047994488000029],[-122.95711391799995,47.049310437000031],[-122.95594579199997,47.050865270000031],[-122.95338431699997,47.051104151000061],[-122.95199104999995,47.049788182000043],[-122.95315926199999,47.048233351000079]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
218,8928d5912c3ffff,"""{\""rings\"":[[[-122.85233538999995,47.046019591000061],[-122.85489856699996,47.045782913000039],[-122.85629108699999,47.047100538000052],[-122.85512043299997,47.048654860000056],[-122.85255717399997,47.048891556000058],[-122.85116465099998,47.047573911000029],[-122.85233538999995,47.046019591000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
219,8928d591047ffff,"""{\""rings\"":[[[-122.87913473499998,47.04209583200003],[-122.88169730399994,47.041858593000029],[-122.88308994799996,47.043175875000031],[-122.88192002799997,47.04473041600005],[-122.87935737699996,47.044967672000041],[-122.87796472899998,47.04365037000008],[-122.87913473499998,47.04209583200003]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
220,8928d5903dbffff,"""{\""rings\"":[[[-122.95598821099998,47.034955077000063],[-122.95854915199999,47.034716212000035],[-122.95994221799998,47.036032416000069],[-122.95877434599998,47.037587505000033],[-122.95621332299999,47.037826388000042],[-122.95482025299998,47.036510164000049],[-122.95598821099998,47.034955077000063]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
221,8928d59a573ffff,"""{\""rings\"":[[[-122.82926436699995,47.048147246000042],[-122.83182802999994,47.047911057000078],[-122.83322042099996,47.049229006000076],[-122.83204915299996,47.050783163000062],[-122.82948540799998,47.051019369000073],[-122.82809301299994,47.04970140100005],[-122.82926436699995,47.048147246000042]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
222,8928d593273ffff,"""{\""rings\"":[[[-122.87997267999998,47.002958756000055],[-122.88253405599994,47.002721673000053],[-122.88392606599996,47.004039828000032],[-122.88275670399997,47.005595084000049],[-122.88019524699996,47.005832184000042],[-122.87880323299999,47.004514010000037],[-122.87997267999998,47.002958756000055]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
223,8928d591ccfffff,"""{\""rings\"":[[[-122.93405929799997,47.051458581000077],[-122.93662113999994,47.051220115000035],[-122.93801432299995,47.052536300000043],[-122.93684566799999,47.054090970000061],[-122.93428374399997,47.054329453000037],[-122.93289055699995,47.05301324900006],[-122.93405929799997,47.051458581000077]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
224,8928d59155bffff,"""{\""rings\"":[[[-122.89734819299997,47.027391049000073],[-122.89990998499997,47.027153483000063],[-122.90130251699998,47.028470804000051],[-122.90013325999996,47.030025712000054],[-122.89757138599998,47.030263296000044],[-122.89617885099995,47.02894595500004],[-122.89734819299997,47.027391049000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
225,8928d591063ffff,"""{\""rings\"":[[[-122.88331272099998,47.046047629000043],[-122.88587533099997,47.045810283000037],[-122.88726806999995,47.047127408000051],[-122.88609820099998,47.048681900000076],[-122.88353550799997,47.048919264000062],[-122.88214276599996,47.047602119000032],[-122.88331272099998,47.046047629000043]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
226,8928d590673ffff,"""{\""rings\"":[[[-122.93532056699996,47.018077538000057],[-122.93788137999996,47.017839194000032],[-122.93927402599996,47.019156114000054],[-122.93810586099994,47.02071139800006],[-122.93554496499996,47.020949759000075],[-122.934152316,47.019632820000027],[-122.93532056699996,47.018077538000057]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
227,8928d59a58fffff,"""{\""rings\"":[[[-122.83629141599999,47.038821587000029],[-122.83885466999999,47.038585288000036],[-122.84024695899996,47.039903335000076],[-122.83907599699995,47.04145770000008],[-122.83651266099997,47.041694017000054],[-122.83512036899998,47.040375951000044],[-122.83629141599999,47.038821587000029]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
228,8928f3649a3ffff,"""{\""rings\"":[[[-122.86877912199998,47.008335173000035],[-122.87134086399999,47.008098308000058],[-122.87273288399996,47.009416522000038],[-122.87156316399995,47.010971619000031],[-122.86900133999995,47.011208502000045],[-122.86760931799995,47.009890269000039],[-122.86877912199998,47.008335173000035]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
229,8928f364957ffff,"""{\""rings\"":[[[-122.84967513499998,47.011546677000069],[-122.85223732299994,47.011310210000033],[-122.85362925999999,47.01262865800004],[-122.85245901299999,47.014183593000041],[-122.84989674199994,47.014420078000057],[-122.84850480199998,47.013101610000035],[-122.84967513499998,47.011546677000069]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
230,8928d591577ffff,"""{\""rings\"":[[[-122.91316551899996,47.031709000000035],[-122.91572715099994,47.031471073000034],[-122.91711986399997,47.03278804200005],[-122.91595094999997,47.034342957000035],[-122.91338923599994,47.034580902000073],[-122.91199651899996,47.033263913000042],[-122.91316551899996,47.031709000000035]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
231,8928d59a5abffff,"""{\""rings\"":[[[-122.84046833399998,47.042775678000055],[-122.84303163099997,47.042539271000066],[-122.84442401399997,47.043857161000062],[-122.843253103,47.045411477000073],[-122.84068972399996,47.045647901000052],[-122.83929733799999,47.04432999200003],[-122.84046833399998,47.042775678000055]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
232,8928d591e07ffff,"""{\""rings\"":[[[-122.91980701099999,47.067241931000069],[-122.92236959099995,47.067003702000079],[-122.92376293299998,47.068319759000076],[-122.92259369799996,47.069874064000032],[-122.92003103699994,47.070112311000059],[-122.91863769199995,47.068796234000047],[-122.91980701099999,47.067241931000069]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
233,8928d591317ffff,"""{\""rings\"":[[[-122.89189261699994,47.056821036000031],[-122.89445539399998,47.056583456000055],[-122.89584836999995,47.057900199000073],[-122.89467856999994,47.059454541000036],[-122.89211570999998,47.059692139000049],[-122.89072273199997,47.058375376000072],[-122.89189261699994,47.056821036000031]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
234,8928d591693ffff,"""{\""rings\"":[[[-122.86198154299996,47.020538251000062],[-122.86454377699999,47.020301478000079],[-122.86593594799996,47.021619525000062],[-122.86476588899995,47.023174364000056],[-122.86220357299999,47.02341115400003],[-122.86081139899994,47.022093088000076],[-122.86198154299996,47.020538251000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
235,8928d591417ffff,"""{\""rings\"":[[[-122.88877085699994,47.016613029000041],[-122.89133248199994,47.016375696000068],[-122.89272477799994,47.017693399000052],[-122.89155545099999,47.019248456000071],[-122.88899374399995,47.019485807000081],[-122.88760144599996,47.018168084000081],[-122.88877085699994,47.016613029000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
236,8928d59119bffff,"""{\""rings\"":[[[-122.91361296699995,47.037452684000073],[-122.91617476299996,47.037214721000055],[-122.91756757399997,47.038531553000041],[-122.91639859199995,47.040086366000025],[-122.91383671399996,47.040324346000034],[-122.91244389999997,47.039007495000078],[-122.91361296699995,47.037452684000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
237,8928d5910b7ffff,"""{\""rings\"":[[[-122.90174917899998,47.034215006000068],[-122.90431109599996,47.033977314000026],[-122.90570376999995,47.035294410000063],[-122.90453453099997,47.036849218000043],[-122.90197253299999,47.037086927000075],[-122.90057985499999,47.03576981100008],[-122.90174917899998,47.034215006000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
238,8928d591227ffff,"""{\""rings\"":[[[-122.87255882499994,47.057165492000081],[-122.87512196699998,47.056928328000026],[-122.87651481199998,47.05824537500007],[-122.87534451699997,47.05979960500008],[-122.87278129199996,47.060036787000058],[-122.87138844399999,47.058719720000056],[-122.87255882499994,47.057165492000081]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
239,8928d5915cbffff,"""{\""rings\"":[[[-122.90085591299999,47.022726125000077],[-122.90341749999999,47.022488503000034],[-122.90480998099997,47.023805874000061],[-122.90364087699999,47.025360885000055],[-122.90107920799994,47.025598524000031],[-122.89968672399999,47.024281134000034],[-122.90085591299999,47.022726125000077]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
240,8928d59134fffff,"""{\""rings\"":[[[-122.87696002499996,47.063987672000053],[-122.87952329199999,47.06375038300007],[-122.88091627999995,47.065067204000059],[-122.87974600299998,47.066621334000047],[-122.87718265299998,47.066858641000067],[-122.87578966199999,47.065541800000062],[-122.87696002499996,47.063987672000053]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
241,8928d5910d3ffff,"""{\""rings\"":[[[-122.87824431699994,47.030607274000033],[-122.88080655499999,47.030370105000031],[-122.88219900599995,47.031687662000081],[-122.88102921999996,47.033242406000056],[-122.87846689899999,47.033479593000038],[-122.87707444599999,47.032162016000029],[-122.87824431699994,47.030607274000033]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
242,8928d59a107ffff,"""{\""rings\"":[[[-122.83828314399994,47.06466914300006],[-122.84084713999999,47.064432686000032],[-122.84223986599994,47.065750115000071],[-122.84106859899998,47.067304020000051],[-122.83850452099995,47.06754049500006],[-122.83711179199997,47.066223046000061],[-122.83828314399994,47.06466914300006]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
243,8928d591d5bffff,"""{\""rings\"":[[[-122.95428468699998,47.062586153000041],[-122.95684649199995,47.06234720100008],[-122.95823999799995,47.063662807000071],[-122.95707170399999,47.065217385000039],[-122.95450981699997,47.065456354000048],[-122.95311630699996,47.06414072900003],[-122.95428468699998,47.062586153000041]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
244,8928d59136bffff,"""{\""rings\"":[[[-122.88113903899995,47.067938087000073],[-122.88370234899998,47.067700690000038],[-122.88509543099997,47.069017355000028],[-122.88392520599996,47.07057143600008],[-122.88136181299996,47.070808850000049],[-122.87996872799999,47.069492166000032],[-122.88113903899995,47.067938087000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
245,8928d590207ffff,"""{\""rings\"":[[[-122.94435093799996,47.034593559000029],[-122.94691208199998,47.034354947000054],[-122.94830506099999,47.035671347000061],[-122.94713689799994,47.03722638000005],[-122.94457567199998,47.037465010000062],[-122.94318268899997,47.036148590000039],[-122.94435093799996,47.034593559000029]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
246,8928d59ad8fffff,"""{\""rings\"":[[[-122.89323139899994,47.074045858000034],[-122.89579467099998,47.073808173000032],[-122.89718793799995,47.07512450400003],[-122.89601793499997,47.076678540000046],[-122.89345458099996,47.076916243000028],[-122.89206131099996,47.07559989300006],[-122.89323139899994,47.074045858000034]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
247,8928d59a123ffff,"""{\""rings\"":[[[-122.84246137399998,47.068621381000071],[-122.84502541199998,47.068384816000048],[-122.84641823299995,47.069702088000042],[-122.84524701699996,47.071255945000075],[-122.84268289599999,47.071492527000032],[-122.84129007299998,47.070175235000079],[-122.84246137399998,47.068621381000071]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
248,8928d591603ffff,"""{\""rings\"":[[[-122.85891482699998,47.030948038000076],[-122.86147742999998,47.030711285000052],[-122.86286974899997,47.032029145000081],[-122.86169946899997,47.033583778000036],[-122.85913678399999,47.033820548000051],[-122.85774446099998,47.032502668000063],[-122.85891482699998,47.030948038000076]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
